audio_file|text
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0180.wav|DELTA
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0180.wav|DELTA
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0238.wav|THIGH
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0238.wav|THIGH
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0186.wav|FORWARD
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0186.wav|FORWARD
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0006.wav|GADGET
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0006.wav|GADGET
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0349.wav|LIMA
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0349.wav|LIMA
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0165.wav|HE WILL ALLOW A RARE LIE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0165.wav|HE WILL ALLOW A RARE LIE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0191.wav|FEAR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0191.wav|FEAR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0187.wav|EVERYTHING WENT REAL SMOOTH THE SHERIFF SAID
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0187.wav|EVERYTHING WENT REAL SMOOTH THE SHERIFF SAID
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0258.wav|BARN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0258.wav|BARN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0099.wav|HE DRESSES HIMSELF IN AN ANCIENT BLACK FROCK COAT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0099.wav|HE DRESSES HIMSELF IN AN ANCIENT BLACK FROCK COAT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0108.wav|LEFT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0108.wav|LEFT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0292.wav|REEK
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0292.wav|REEK
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0240.wav|POT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0240.wav|POT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0383.wav|KNITTING
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0383.wav|KNITTING
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0391.wav|PEOPLE WHO VALUE THEMSELVES ARE LIFES WINNERS
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0391.wav|PEOPLE WHO VALUE THEMSELVES ARE LIFES WINNERS
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0397.wav|DOWN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0397.wav|DOWN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0345.wav|WRITTEN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0345.wav|WRITTEN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0247.wav|PLAY
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0247.wav|PLAY
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0093.wav|KNEW
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0093.wav|KNEW
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0090.wav|DOWN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0090.wav|DOWN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0137.wav|WRITE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0137.wav|WRITE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0013.wav|WELL HE IS NEARLY NINETYTHREE YEARS OLD
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0013.wav|WELL HE IS NEARLY NINETYTHREE YEARS OLD
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0372.wav|THORN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0372.wav|THORN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0145.wav|SUIT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0145.wav|SUIT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0330.wav|HAT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0330.wav|HAT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0221.wav|BOTH FIGURES WOULD GO HIGHER IN LATER YEARS
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0221.wav|BOTH FIGURES WOULD GO HIGHER IN LATER YEARS
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0048.wav|JAGGED
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0048.wav|JAGGED
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0172.wav|NEAR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0172.wav|NEAR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0231.wav|TROOP
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0231.wav|TROOP
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0100.wav|HE DRESSES HIMSELF IN AN ANCIENT BLACK FROCK COAT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0100.wav|HE DRESSES HIMSELF IN AN ANCIENT BLACK FROCK COAT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0114.wav|THE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0114.wav|THE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0050.wav|AIR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0050.wav|AIR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0285.wav|MIKE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0285.wav|MIKE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0095.wav|STICK
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0095.wav|STICK
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0418.wav|LEFT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0418.wav|LEFT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0244.wav|IF YOU DESTROY CONFIDENCE IN BANKS YOU DO SOMETHING TO THE ECONOMY HE SAID
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0244.wav|IF YOU DESTROY CONFIDENCE IN BANKS YOU DO SOMETHING TO THE ECONOMY HE SAID
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0281.wav|PIT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0281.wav|PIT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0355.wav|I HAVE HAD MY BELL RUNG
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0355.wav|I HAVE HAD MY BELL RUNG
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0212.wav|GROUP
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0212.wav|GROUP
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0044.wav|STORM
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0044.wav|STORM
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0005.wav|RAIN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0005.wav|RAIN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0107.wav|THE QUICK BROWN FOX JUMPS OVER THE LAZY DOG
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0107.wav|THE QUICK BROWN FOX JUMPS OVER THE LAZY DOG
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0375.wav|AT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0375.wav|AT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0272.wav|THOUGHT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0272.wav|THOUGHT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0414.wav|HAM
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0414.wav|HAM
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0410.wav|BEG THAT GUARD FOR ONE GALLON OF GAS
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0410.wav|BEG THAT GUARD FOR ONE GALLON OF GAS
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0325.wav|LIAR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0325.wav|LIAR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0256.wav|THIS IS A PERIOD OF TRANSITION FOR ME
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0256.wav|THIS IS A PERIOD OF TRANSITION FOR ME
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0265.wav|MUSH
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0265.wav|MUSH
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0039.wav|RANGE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0039.wav|RANGE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0305.wav|VAT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0305.wav|VAT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0270.wav|HOTEL
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0270.wav|HOTEL
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0283.wav|DART
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0283.wav|DART
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0340.wav|SEVEN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0340.wav|SEVEN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0113.wav|RAKE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0113.wav|RAKE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0401.wav|SLICKER
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0401.wav|SLICKER
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0102.wav|WHEN HE SPEAKS HIS VOICE IS JUST A BIT CRACKED AND QUIVERS A TRIFLE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0102.wav|WHEN HE SPEAKS HIS VOICE IS JUST A BIT CRACKED AND QUIVERS A TRIFLE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0253.wav|PART
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0253.wav|PART
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0234.wav|ROCK
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0234.wav|ROCK
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0014.wav|WELL HE IS NEARLY NINETYTHREE YEARS OLD
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0014.wav|WELL HE IS NEARLY NINETYTHREE YEARS OLD
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0359.wav|DARN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0359.wav|DARN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0388.wav|ONLY LAWYERS LOVE MILLIONAIRES
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0388.wav|ONLY LAWYERS LOVE MILLIONAIRES
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0064.wav|CHAIR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0064.wav|CHAIR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0336.wav|SPAIN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0336.wav|SPAIN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0045.wav|SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0045.wav|SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0078.wav|SWARM
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0078.wav|SWARM
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0027.wav|INPUTIMAGESSTORY_STARTERS_15JPG
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0103.wav|SIP
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0103.wav|SIP
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0358.wav|WITCH
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0358.wav|WITCH
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0003.wav|KNOW
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0003.wav|KNOW
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0023.wav|KNEW
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0023.wav|KNEW
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0261.wav|PARK
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0261.wav|PARK
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0214.wav|HERE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0214.wav|HERE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0392.wav|SINK
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0392.wav|SINK
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0040.wav|RAID
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0040.wav|RAID
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0319.wav|LEAK
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0319.wav|LEAK
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0378.wav|THE BOOKS ARE VERY EXPENSIVE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0378.wav|THE BOOKS ARE VERY EXPENSIVE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0393.wav|MEAT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0393.wav|MEAT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0321.wav|RICH
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0321.wav|RICH
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0403.wav|SAND
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0403.wav|SAND
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0129.wav|KNOW
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0129.wav|KNOW
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0047.wav|DARK
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0047.wav|DARK
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0056.wav|BETA
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0056.wav|BETA
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0242.wav|MUCH
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0242.wav|MUCH
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0266.wav|AND
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0029.wav|EXCEPT IN THE WINTER WHEN THE OOZE OR SNOW OR ICE PREVENTS
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0029.wav|EXCEPT IN THE WINTER WHEN THE OOZE OR SNOW OR ICE PREVENTS
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0252.wav|BRAWN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0252.wav|BRAWN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0371.wav|HEART
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0371.wav|HEART
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0175.wav|SUIT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0175.wav|SUIT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0150.wav|DEER
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0150.wav|DEER
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0011.wav|TIP
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0011.wav|TIP
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0015.wav|HAIR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0015.wav|HAIR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0284.wav|HUM
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0284.wav|HUM
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0096.wav|TWICE EACH DAY HE PLAYS SKILLFULLY AND WITH ZEST UPON OUR SMALL ORGAN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0096.wav|TWICE EACH DAY HE PLAYS SKILLFULLY AND WITH ZEST UPON OUR SMALL ORGAN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0218.wav|I TRIED TO TELL PEOPLE IN THE COMMUNITY
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0218.wav|I TRIED TO TELL PEOPLE IN THE COMMUNITY
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0020.wav|GLOW
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0020.wav|GLOW
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0382.wav|HITTING
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0382.wav|HITTING
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0333.wav|HEM
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0333.wav|HEM
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0016.wav|ALPHA
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0016.wav|ALPHA
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0030.wav|FEED
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0030.wav|FEED
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0220.wav|WITCH
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0220.wav|WITCH
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0183.wav|INPUTIMAGESSTORY_STARTERS_17JPG
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0183.wav|INPUTIMAGESSTORY_STARTERS_17JPG
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0160.wav|BRIAR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0160.wav|BRIAR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0352.wav|HIM
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0352.wav|HIM
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0049.wav|UP
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0049.wav|UP
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0353.wav|SIGN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0353.wav|SIGN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0168.wav|THIS WAS EASY FOR US
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0168.wav|THIS WAS EASY FOR US
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0203.wav|SNOOP
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0203.wav|SNOOP
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0350.wav|BIT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0350.wav|BIT
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0324.wav|KITTEN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0324.wav|KITTEN
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0143.wav|FOUR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0143.wav|FOUR
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0054.wav|STORE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0054.wav|STORE
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0327.wav|HIM
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0327.wav|HIM
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_headMic/0060.wav|DAGGER
/home/buu/ly/F5-TTS-main/data/TORGO/M03/Session2/wav_arrayMic/0060.wav|DAGGER
